Expert_ID,Hypothesis_A_ID,Hypothesis_B_ID,Dimension,human_result,source_human,human_outcome,pair_type,llm_result,source_llm,llm_outcome,pair_type_llm,_merge,model,exact_match,both_tie,human_tie_llm_not,llm_tie_human_not
E17,HUM_30,LLM_23,Testability,HUM_30,human,A_wins,HUM-vs-LLM,HUM_30,claude,A_wins,HUM-vs-LLM,both,claude,True,False,False,False
E17,HUM_34,LLM_22,Novelty,HUM_34,human,A_wins,HUM-vs-LLM,LLM_22,claude,B_wins,HUM-vs-LLM,both,claude,False,False,False,False
E17,HUM_34,LLM_22,Significance,HUM_34,human,A_wins,HUM-vs-LLM,LLM_22,claude,B_wins,HUM-vs-LLM,both,claude,False,False,False,False
E17,HUM_34,LLM_22,Testability,Tie,human,Tie,HUM-vs-LLM,HUM_34,claude,A_wins,HUM-vs-LLM,both,claude,False,False,True,False
E17,HUM_37,LLM_10,Novelty,HUM_37,human,A_wins,HUM-vs-LLM,LLM_10,claude,B_wins,HUM-vs-LLM,both,claude,False,False,False,False
E17,HUM_37,LLM_10,Significance,LLM_10,human,B_wins,HUM-vs-LLM,LLM_10,claude,B_wins,HUM-vs-LLM,both,claude,True,False,False,False
E17,HUM_37,LLM_10,Testability,HUM_37,human,A_wins,HUM-vs-LLM,LLM_10,claude,B_wins,HUM-vs-LLM,both,claude,False,False,False,False
E17,HUM_38,LLM_41,Novelty,HUM_38,human,A_wins,HUM-vs-LLM,LLM_41,claude,B_wins,HUM-vs-LLM,both,claude,False,False,False,False
E17,HUM_38,LLM_41,Significance,Tie,human,Tie,HUM-vs-LLM,LLM_41,claude,B_wins,HUM-vs-LLM,both,claude,False,False,True,False
E17,HUM_38,LLM_41,Testability,Tie,human,Tie,HUM-vs-LLM,HUM_38,claude,A_wins,HUM-vs-LLM,both,claude,False,False,True,False
E17,HUM_40,HUM_30,Novelty,HUM_30,human,B_wins,HUM-vs-HUM,HUM_40,claude,A_wins,HUM-vs-HUM,both,claude,False,False,False,False
E17,HUM_40,HUM_30,Significance,Tie,human,Tie,HUM-vs-HUM,HUM_40,claude,A_wins,HUM-vs-HUM,both,claude,False,False,True,False
E17,HUM_40,HUM_30,Testability,Tie,human,Tie,HUM-vs-HUM,HUM_30,claude,B_wins,HUM-vs-HUM,both,claude,False,False,True,False
E17,HUM_42,LLM_12,Novelty,Tie,human,Tie,HUM-vs-LLM,LLM_12,claude,B_wins,HUM-vs-LLM,both,claude,False,False,True,False
E17,HUM_42,LLM_12,Significance,Tie,human,Tie,HUM-vs-LLM,LLM_12,claude,B_wins,HUM-vs-LLM,both,claude,False,False,True,False
E17,HUM_42,LLM_12,Testability,LLM_12,human,B_wins,HUM-vs-LLM,LLM_12,claude,B_wins,HUM-vs-LLM,both,claude,True,False,False,False
E17,HUM_43,LLM_43,Novelty,LLM_43,human,B_wins,HUM-vs-LLM,LLM_43,claude,B_wins,HUM-vs-LLM,both,claude,True,False,False,False
E17,HUM_43,LLM_43,Significance,LLM_43,human,B_wins,HUM-vs-LLM,LLM_43,claude,B_wins,HUM-vs-LLM,both,claude,True,False,False,False
E17,HUM_43,LLM_43,Testability,Tie,human,Tie,HUM-vs-LLM,LLM_43,claude,B_wins,HUM-vs-LLM,both,claude,False,False,True,False
E17,HUM_44,HUM_03,Novelty,HUM_03,human,B_wins,HUM-vs-HUM,HUM_44,claude,A_wins,HUM-vs-HUM,both,claude,False,False,False,False
E17,HUM_44,HUM_03,Significance,HUM_03,human,B_wins,HUM-vs-HUM,HUM_44,claude,A_wins,HUM-vs-HUM,both,claude,False,False,False,False
E17,HUM_44,HUM_03,Testability,Tie,human,Tie,HUM-vs-HUM,HUM_44,claude,A_wins,HUM-vs-HUM,both,claude,False,False,True,False
E17,HUM_45,LLM_24,Novelty,LLM_24,human,B_wins,HUM-vs-LLM,LLM_24,claude,B_wins,HUM-vs-LLM,both,claude,True,False,False,False
E17,HUM_45,LLM_24,Significance,HUM_45,human,A_wins,HUM-vs-LLM,LLM_24,claude,B_wins,HUM-vs-LLM,both,claude,False,False,False,False
E17,HUM_45,LLM_24,Testability,HUM_45,human,A_wins,HUM-vs-LLM,LLM_24,claude,B_wins,HUM-vs-LLM,both,claude,False,False,False,False
E17,LLM_04,HUM_09,Novelty,HUM_09,human,B_wins,HUM-vs-LLM,LLM_04,claude,A_wins,HUM-vs-LLM,both,claude,False,False,False,False
E17,LLM_04,HUM_09,Significance,LLM_04,human,A_wins,HUM-vs-LLM,LLM_04,claude,A_wins,HUM-vs-LLM,both,claude,True,False,False,False
E17,LLM_04,HUM_09,Testability,HUM_09,human,B_wins,HUM-vs-LLM,LLM_04,claude,A_wins,HUM-vs-LLM,both,claude,False,False,False,False
E17,LLM_08,HUM_40,Novelty,Tie,human,Tie,HUM-vs-LLM,LLM_08,claude,A_wins,HUM-vs-LLM,both,claude,False,False,True,False
E17,LLM_08,HUM_40,Significance,Tie,human,Tie,HUM-vs-LLM,HUM_40,claude,B_wins,HUM-vs-LLM,both,claude,False,False,True,False
E17,LLM_08,HUM_40,Testability,LLM_08,human,A_wins,HUM-vs-LLM,HUM_40,claude,B_wins,HUM-vs-LLM,both,claude,False,False,False,False
E17,LLM_10,HUM_12,Novelty,HUM_12,human,B_wins,HUM-vs-LLM,HUM_12,claude,B_wins,HUM-vs-LLM,both,claude,True,False,False,False
E17,LLM_10,HUM_12,Significance,LLM_10,human,A_wins,HUM-vs-LLM,HUM_12,claude,B_wins,HUM-vs-LLM,both,claude,False,False,False,False
E17,LLM_10,HUM_12,Testability,HUM_12,human,B_wins,HUM-vs-LLM,HUM_12,claude,B_wins,HUM-vs-LLM,both,claude,True,False,False,False
E17,LLM_11,HUM_44,Novelty,HUM_44,human,B_wins,HUM-vs-LLM,LLM_11,claude,A_wins,HUM-vs-LLM,both,claude,False,False,False,False
E17,LLM_11,HUM_44,Significance,HUM_44,human,B_wins,HUM-vs-LLM,LLM_11,claude,A_wins,HUM-vs-LLM,both,claude,False,False,False,False
E17,LLM_11,HUM_44,Testability,Tie,human,Tie,HUM-vs-LLM,HUM_44,claude,B_wins,HUM-vs-LLM,both,claude,False,False,True,False
E17,LLM_12,LLM_16,Novelty,LLM_12,human,A_wins,LLM-vs-LLM,LLM_16,claude,B_wins,LLM-vs-LLM,both,claude,False,False,False,False
E17,LLM_12,LLM_16,Significance,LLM_16,human,B_wins,LLM-vs-LLM,LLM_12,claude,A_wins,LLM-vs-LLM,both,claude,False,False,False,False
E17,LLM_12,LLM_16,Testability,LLM_12,human,A_wins,LLM-vs-LLM,LLM_12,claude,A_wins,LLM-vs-LLM,both,claude,True,False,False,False
E17,LLM_13,HUM_15,Novelty,Tie,human,Tie,HUM-vs-LLM,LLM_13,claude,A_wins,HUM-vs-LLM,both,claude,False,False,True,False
E17,LLM_13,HUM_15,Significance,Tie,human,Tie,HUM-vs-LLM,HUM_15,claude,B_wins,HUM-vs-LLM,both,claude,False,False,True,False
E17,LLM_13,HUM_15,Testability,Tie,human,Tie,HUM-vs-LLM,HUM_15,claude,B_wins,HUM-vs-LLM,both,claude,False,False,True,False
E17,LLM_14,HUM_07,Novelty,Tie,human,Tie,HUM-vs-LLM,LLM_14,claude,A_wins,HUM-vs-LLM,both,claude,False,False,True,False
E17,LLM_14,HUM_07,Significance,Tie,human,Tie,HUM-vs-LLM,LLM_14,claude,A_wins,HUM-vs-LLM,both,claude,False,False,True,False
E17,LLM_14,HUM_07,Testability,Tie,human,Tie,HUM-vs-LLM,HUM_07,claude,B_wins,HUM-vs-LLM,both,claude,False,False,True,False
E17,LLM_16,HUM_19,Novelty,Tie,human,Tie,HUM-vs-LLM,LLM_16,claude,A_wins,HUM-vs-LLM,both,claude,False,False,True,False
E17,LLM_16,HUM_19,Significance,Tie,human,Tie,HUM-vs-LLM,HUM_19,claude,B_wins,HUM-vs-LLM,both,claude,False,False,True,False
E17,LLM_16,HUM_19,Testability,Tie,human,Tie,HUM-vs-LLM,HUM_19,claude,B_wins,HUM-vs-LLM,both,claude,False,False,True,False
E17,LLM_18,HUM_42,Novelty,LLM_18,human,A_wins,HUM-vs-LLM,LLM_18,claude,A_wins,HUM-vs-LLM,both,claude,True,False,False,False
E17,LLM_18,HUM_42,Significance,HUM_42,human,B_wins,HUM-vs-LLM,LLM_18,claude,A_wins,HUM-vs-LLM,both,claude,False,False,False,False
E17,LLM_18,HUM_42,Testability,Tie,human,Tie,HUM-vs-LLM,HUM_42,claude,B_wins,HUM-vs-LLM,both,claude,False,False,True,False
E17,LLM_20,HUM_38,Novelty,Tie,human,Tie,HUM-vs-LLM,LLM_20,claude,A_wins,HUM-vs-LLM,both,claude,False,False,True,False
E17,LLM_20,HUM_38,Significance,Tie,human,Tie,HUM-vs-LLM,LLM_20,claude,A_wins,HUM-vs-LLM,both,claude,False,False,True,False
E17,LLM_20,HUM_38,Testability,Tie,human,Tie,HUM-vs-LLM,HUM_38,claude,B_wins,HUM-vs-LLM,both,claude,False,False,True,False
E17,LLM_22,HUM_08,Novelty,LLM_22,human,A_wins,HUM-vs-LLM,LLM_22,claude,A_wins,HUM-vs-LLM,both,claude,True,False,False,False
E17,LLM_22,HUM_08,Significance,HUM_08,human,B_wins,HUM-vs-LLM,LLM_22,claude,A_wins,HUM-vs-LLM,both,claude,False,False,False,False
E17,LLM_22,HUM_08,Testability,Tie,human,Tie,HUM-vs-LLM,HUM_08,claude,B_wins,HUM-vs-LLM,both,claude,False,False,True,False
E17,LLM_23,LLM_20,Novelty,Tie,human,Tie,LLM-vs-LLM,LLM_20,claude,B_wins,LLM-vs-LLM,both,claude,False,False,True,False
E17,LLM_23,LLM_20,Significance,LLM_20,human,B_wins,LLM-vs-LLM,LLM_20,claude,B_wins,LLM-vs-LLM,both,claude,True,False,False,False
E17,LLM_23,LLM_20,Testability,LLM_23,human,A_wins,LLM-vs-LLM,LLM_23,claude,A_wins,LLM-vs-LLM,both,claude,True,False,False,False
E17,LLM_24,LLM_13,Novelty,Tie,human,Tie,LLM-vs-LLM,LLM_13,claude,B_wins,LLM-vs-LLM,both,claude,False,False,True,False
E17,LLM_24,LLM_13,Significance,Tie,human,Tie,LLM-vs-LLM,LLM_24,claude,A_wins,LLM-vs-LLM,both,claude,False,False,True,False
E17,LLM_24,LLM_13,Testability,Tie,human,Tie,LLM-vs-LLM,LLM_24,claude,A_wins,LLM-vs-LLM,both,claude,False,False,True,False
E17,LLM_27,HUM_45,Novelty,Tie,human,Tie,HUM-vs-LLM,LLM_27,claude,A_wins,HUM-vs-LLM,both,claude,False,False,True,False
E17,LLM_27,HUM_45,Significance,LLM_27,human,A_wins,HUM-vs-LLM,LLM_27,claude,A_wins,HUM-vs-LLM,both,claude,True,False,False,False
E17,LLM_27,HUM_45,Testability,LLM_27,human,A_wins,HUM-vs-LLM,HUM_45,claude,B_wins,HUM-vs-LLM,both,claude,False,False,False,False
E17,LLM_28,HUM_13,Novelty,Tie,human,Tie,HUM-vs-LLM,LLM_28,claude,A_wins,HUM-vs-LLM,both,claude,False,False,True,False
E17,LLM_28,HUM_13,Significance,Tie,human,Tie,HUM-vs-LLM,LLM_28,claude,A_wins,HUM-vs-LLM,both,claude,False,False,True,False
E17,LLM_28,HUM_13,Testability,Tie,human,Tie,HUM-vs-LLM,HUM_13,claude,B_wins,HUM-vs-LLM,both,claude,False,False,True,False
E17,LLM_30,HUM_43,Novelty,LLM_30,human,A_wins,HUM-vs-LLM,LLM_30,claude,A_wins,HUM-vs-LLM,both,claude,True,False,False,False
E17,LLM_30,HUM_43,Significance,LLM_30,human,A_wins,HUM-vs-LLM,HUM_43,claude,B_wins,HUM-vs-LLM,both,claude,False,False,False,False
E17,LLM_30,HUM_43,Testability,Tie,human,Tie,HUM-vs-LLM,HUM_43,claude,B_wins,HUM-vs-LLM,both,claude,False,False,True,False
E17,LLM_33,HUM_01,Novelty,LLM_33,human,A_wins,HUM-vs-LLM,LLM_33,claude,A_wins,HUM-vs-LLM,both,claude,True,False,False,False
E17,LLM_33,HUM_01,Significance,HUM_01,human,B_wins,HUM-vs-LLM,LLM_33,claude,A_wins,HUM-vs-LLM,both,claude,False,False,False,False
E17,LLM_33,HUM_01,Testability,LLM_33,human,A_wins,HUM-vs-LLM,HUM_01,claude,B_wins,HUM-vs-LLM,both,claude,False,False,False,False
E17,LLM_37,HUM_37,Novelty,LLM_37,human,A_wins,HUM-vs-LLM,LLM_37,claude,A_wins,HUM-vs-LLM,both,claude,True,False,False,False
E17,LLM_37,HUM_37,Significance,HUM_37,human,B_wins,HUM-vs-LLM,LLM_37,claude,A_wins,HUM-vs-LLM,both,claude,False,False,False,False
E17,LLM_37,HUM_37,Testability,LLM_37,human,A_wins,HUM-vs-LLM,HUM_37,claude,B_wins,HUM-vs-LLM,both,claude,False,False,False,False
E17,LLM_38,HUM_27,Novelty,LLM_38,human,A_wins,HUM-vs-LLM,LLM_38,claude,A_wins,HUM-vs-LLM,both,claude,True,False,False,False
E17,LLM_38,HUM_27,Significance,HUM_27,human,B_wins,HUM-vs-LLM,LLM_38,claude,A_wins,HUM-vs-LLM,both,claude,False,False,False,False
E17,LLM_38,HUM_27,Testability,LLM_38,human,A_wins,HUM-vs-LLM,HUM_27,claude,B_wins,HUM-vs-LLM,both,claude,False,False,False,False
E17,LLM_39,HUM_02,Novelty,LLM_39,human,A_wins,HUM-vs-LLM,LLM_39,claude,A_wins,HUM-vs-LLM,both,claude,True,False,False,False
E17,LLM_39,HUM_02,Significance,LLM_39,human,A_wins,HUM-vs-LLM,LLM_39,claude,A_wins,HUM-vs-LLM,both,claude,True,False,False,False
E17,LLM_39,HUM_02,Testability,Tie,human,Tie,HUM-vs-LLM,LLM_39,claude,A_wins,HUM-vs-LLM,both,claude,False,False,True,False
E17,LLM_41,LLM_37,Novelty,Tie,human,Tie,LLM-vs-LLM,LLM_41,claude,A_wins,LLM-vs-LLM,both,claude,False,False,True,False
E17,LLM_41,LLM_37,Significance,Tie,human,Tie,LLM-vs-LLM,LLM_37,claude,B_wins,LLM-vs-LLM,both,claude,False,False,True,False
E17,LLM_41,LLM_37,Testability,Tie,human,Tie,LLM-vs-LLM,LLM_37,claude,B_wins,LLM-vs-LLM,both,claude,False,False,True,False
E17,LLM_43,HUM_20,Novelty,LLM_43,human,A_wins,HUM-vs-LLM,LLM_43,claude,A_wins,HUM-vs-LLM,both,claude,True,False,False,False
E17,LLM_43,HUM_20,Significance,LLM_43,human,A_wins,HUM-vs-LLM,LLM_43,claude,A_wins,HUM-vs-LLM,both,claude,True,False,False,False
E17,LLM_43,HUM_20,Testability,Tie,human,Tie,HUM-vs-LLM,LLM_43,claude,A_wins,HUM-vs-LLM,both,claude,False,False,True,False
E18,HUM_01,LLM_43,Novelty,LLM_43,human,B_wins,HUM-vs-LLM,LLM_43,claude,B_wins,HUM-vs-LLM,both,claude,True,False,False,False
E18,HUM_01,LLM_43,Significance,LLM_43,human,B_wins,HUM-vs-LLM,LLM_43,claude,B_wins,HUM-vs-LLM,both,claude,True,False,False,False
E18,HUM_01,LLM_43,Testability,Tie,human,Tie,HUM-vs-LLM,HUM_01,claude,A_wins,HUM-vs-LLM,both,claude,False,False,True,False
E18,HUM_03,HUM_09,Novelty,Tie,human,Tie,HUM-vs-HUM,Tie,claude,Tie,HUM-vs-HUM,both,claude,True,True,False,False
E18,HUM_03,HUM_09,Significance,Tie,human,Tie,HUM-vs-HUM,HUM_03,claude,A_wins,HUM-vs-HUM,both,claude,False,False,True,False
E18,HUM_03,HUM_09,Testability,Tie,human,Tie,HUM-vs-HUM,HUM_03,claude,A_wins,HUM-vs-HUM,both,claude,False,False,True,False
E18,HUM_05,LLM_27,Novelty,Tie,human,Tie,HUM-vs-LLM,LLM_27,claude,B_wins,HUM-vs-LLM,both,claude,False,False,True,False
E18,HUM_05,LLM_27,Significance,Tie,human,Tie,HUM-vs-LLM,LLM_27,claude,B_wins,HUM-vs-LLM,both,claude,False,False,True,False
E18,HUM_05,LLM_27,Testability,LLM_27,human,B_wins,HUM-vs-LLM,HUM_05,claude,A_wins,HUM-vs-LLM,both,claude,False,False,False,False
E18,HUM_07,LLM_30,Novelty,LLM_30,human,B_wins,HUM-vs-LLM,LLM_30,claude,B_wins,HUM-vs-LLM,both,claude,True,False,False,False
E18,HUM_07,LLM_30,Significance,LLM_30,human,B_wins,HUM-vs-LLM,HUM_07,claude,A_wins,HUM-vs-LLM,both,claude,False,False,False,False
E18,HUM_07,LLM_30,Testability,LLM_30,human,B_wins,HUM-vs-LLM,HUM_07,claude,A_wins,HUM-vs-LLM,both,claude,False,False,False,False
E18,HUM_09,LLM_28,Novelty,Tie,human,Tie,HUM-vs-LLM,LLM_28,claude,B_wins,HUM-vs-LLM,both,claude,False,False,True,False
E18,HUM_09,LLM_28,Significance,Tie,human,Tie,HUM-vs-LLM,LLM_28,claude,B_wins,HUM-vs-LLM,both,claude,False,False,True,False
E18,HUM_09,LLM_28,Testability,Tie,human,Tie,HUM-vs-LLM,LLM_28,claude,B_wins,HUM-vs-LLM,both,claude,False,False,True,False
E18,HUM_11,HUM_45,Novelty,HUM_45,human,B_wins,HUM-vs-HUM,HUM_11,claude,A_wins,HUM-vs-HUM,both,claude,False,False,False,False
E18,HUM_11,HUM_45,Significance,HUM_45,human,B_wins,HUM-vs-HUM,HUM_11,claude,A_wins,HUM-vs-HUM,both,claude,False,False,False,False
E18,HUM_11,HUM_45,Testability,HUM_45,human,B_wins,HUM-vs-HUM,HUM_45,claude,B_wins,HUM-vs-HUM,both,claude,True,False,False,False
E18,HUM_16,LLM_01,Novelty,Tie,human,Tie,HUM-vs-LLM,LLM_01,claude,B_wins,HUM-vs-LLM,both,claude,False,False,True,False
E18,HUM_16,LLM_01,Significance,Tie,human,Tie,HUM-vs-LLM,LLM_01,claude,B_wins,HUM-vs-LLM,both,claude,False,False,True,False
E18,HUM_16,LLM_01,Testability,Tie,human,Tie,HUM-vs-LLM,LLM_01,claude,B_wins,HUM-vs-LLM,both,claude,False,False,True,False
E18,HUM_19,LLM_21,Novelty,LLM_21,human,B_wins,HUM-vs-LLM,LLM_21,claude,B_wins,HUM-vs-LLM,both,claude,True,False,False,False
E18,HUM_19,LLM_21,Significance,LLM_21,human,B_wins,HUM-vs-LLM,HUM_19,claude,A_wins,HUM-vs-LLM,both,claude,False,False,False,False
E18,HUM_19,LLM_21,Testability,LLM_21,human,B_wins,HUM-vs-LLM,HUM_19,claude,A_wins,HUM-vs-LLM,both,claude,False,False,False,False
E18,HUM_22,LLM_16,Novelty,HUM_22,human,A_wins,HUM-vs-LLM,LLM_16,claude,B_wins,HUM-vs-LLM,both,claude,False,False,False,False
E18,HUM_22,LLM_16,Significance,HUM_22,human,A_wins,HUM-vs-LLM,HUM_22,claude,A_wins,HUM-vs-LLM,both,claude,True,False,False,False
E18,HUM_22,LLM_16,Testability,Tie,human,Tie,HUM-vs-LLM,HUM_22,claude,A_wins,HUM-vs-LLM,both,claude,False,False,True,False
E18,HUM_26,HUM_39,Novelty,Tie,human,Tie,HUM-vs-HUM,HUM_39,claude,B_wins,HUM-vs-HUM,both,claude,False,False,True,False
E18,HUM_26,HUM_39,Significance,Tie,human,Tie,HUM-vs-HUM,HUM_39,claude,B_wins,HUM-vs-HUM,both,claude,False,False,True,False
E18,HUM_26,HUM_39,Testability,Tie,human,Tie,HUM-vs-HUM,HUM_39,claude,B_wins,HUM-vs-HUM,both,claude,False,False,True,False
E18,HUM_27,HUM_41,Novelty,HUM_41,human,B_wins,HUM-vs-HUM,Tie,claude,Tie,HUM-vs-HUM,both,claude,False,False,False,True
E18,HUM_27,HUM_41,Significance,HUM_41,human,B_wins,HUM-vs-HUM,HUM_27,claude,A_wins,HUM-vs-HUM,both,claude,False,False,False,False
E18,HUM_27,HUM_41,Testability,Tie,human,Tie,HUM-vs-HUM,HUM_41,claude,B_wins,HUM-vs-HUM,both,claude,False,False,True,False
E18,HUM_28,LLM_10,Novelty,LLM_10,human,B_wins,HUM-vs-LLM,LLM_10,claude,B_wins,HUM-vs-LLM,both,claude,True,False,False,False
E18,HUM_28,LLM_10,Significance,LLM_10,human,B_wins,HUM-vs-LLM,LLM_10,claude,B_wins,HUM-vs-LLM,both,claude,True,False,False,False
E18,HUM_28,LLM_10,Testability,LLM_10,human,B_wins,HUM-vs-LLM,LLM_10,claude,B_wins,HUM-vs-LLM,both,claude,True,False,False,False
E18,HUM_29,LLM_03,Novelty,LLM_03,human,B_wins,HUM-vs-LLM,LLM_03,claude,B_wins,HUM-vs-LLM,both,claude,True,False,False,False
E18,HUM_29,LLM_03,Significance,LLM_03,human,B_wins,HUM-vs-LLM,LLM_03,claude,B_wins,HUM-vs-LLM,both,claude,True,False,False,False
E18,HUM_29,LLM_03,Testability,LLM_03,human,B_wins,HUM-vs-LLM,HUM_29,claude,A_wins,HUM-vs-LLM,both,claude,False,False,False,False
E18,HUM_30,LLM_08,Novelty,LLM_08,human,B_wins,HUM-vs-LLM,LLM_08,claude,B_wins,HUM-vs-LLM,both,claude,True,False,False,False
E18,HUM_30,LLM_08,Significance,LLM_08,human,B_wins,HUM-vs-LLM,LLM_08,claude,B_wins,HUM-vs-LLM,both,claude,True,False,False,False
E18,HUM_30,LLM_08,Testability,LLM_08,human,B_wins,HUM-vs-LLM,HUM_30,claude,A_wins,HUM-vs-LLM,both,claude,False,False,False,False
E18,HUM_36,LLM_25,Novelty,Tie,human,Tie,HUM-vs-LLM,LLM_25,claude,B_wins,HUM-vs-LLM,both,claude,False,False,True,False
E18,HUM_36,LLM_25,Significance,Tie,human,Tie,HUM-vs-LLM,LLM_25,claude,B_wins,HUM-vs-LLM,both,claude,False,False,True,False
E18,HUM_36,LLM_25,Testability,Tie,human,Tie,HUM-vs-LLM,HUM_36,claude,A_wins,HUM-vs-LLM,both,claude,False,False,True,False
E18,HUM_37,LLM_44,Novelty,HUM_37,human,A_wins,HUM-vs-LLM,LLM_44,claude,B_wins,HUM-vs-LLM,both,claude,False,False,False,False
E18,HUM_37,LLM_44,Significance,HUM_37,human,A_wins,HUM-vs-LLM,LLM_44,claude,B_wins,HUM-vs-LLM,both,claude,False,False,False,False
E18,HUM_37,LLM_44,Testability,HUM_37,human,A_wins,HUM-vs-LLM,HUM_37,claude,A_wins,HUM-vs-LLM,both,claude,True,False,False,False
E18,HUM_38,LLM_24,Novelty,Tie,human,Tie,HUM-vs-LLM,LLM_24,claude,B_wins,HUM-vs-LLM,both,claude,False,False,True,False
E18,HUM_38,LLM_24,Significance,Tie,human,Tie,HUM-vs-LLM,LLM_24,claude,B_wins,HUM-vs-LLM,both,claude,False,False,True,False
E18,HUM_38,LLM_24,Testability,Tie,human,Tie,HUM-vs-LLM,HUM_38,claude,A_wins,HUM-vs-LLM,both,claude,False,False,True,False
E18,HUM_39,LLM_33,Novelty,Tie,human,Tie,HUM-vs-LLM,LLM_33,claude,B_wins,HUM-vs-LLM,both,claude,False,False,True,False
E18,HUM_39,LLM_33,Significance,Tie,human,Tie,HUM-vs-LLM,LLM_33,claude,B_wins,HUM-vs-LLM,both,claude,False,False,True,False
E18,HUM_39,LLM_33,Testability,Tie,human,Tie,HUM-vs-LLM,HUM_39,claude,A_wins,HUM-vs-LLM,both,claude,False,False,True,False
E18,HUM_41,LLM_37,Novelty,HUM_41,human,A_wins,HUM-vs-LLM,LLM_37,claude,B_wins,HUM-vs-LLM,both,claude,False,False,False,False
E18,HUM_41,LLM_37,Significance,HUM_41,human,A_wins,HUM-vs-LLM,LLM_37,claude,B_wins,HUM-vs-LLM,both,claude,False,False,False,False
E18,HUM_41,LLM_37,Testability,HUM_41,human,A_wins,HUM-vs-LLM,HUM_41,claude,A_wins,HUM-vs-LLM,both,claude,True,False,False,False
E18,HUM_42,LLM_45,Novelty,HUM_42,human,A_wins,HUM-vs-LLM,LLM_45,claude,B_wins,HUM-vs-LLM,both,claude,False,False,False,False
E18,HUM_42,LLM_45,Significance,HUM_42,human,A_wins,HUM-vs-LLM,LLM_45,claude,B_wins,HUM-vs-LLM,both,claude,False,False,False,False
E18,HUM_42,LLM_45,Testability,Tie,human,Tie,HUM-vs-LLM,LLM_45,claude,B_wins,HUM-vs-LLM,both,claude,False,False,True,False
E18,HUM_43,LLM_42,Novelty,HUM_43,human,A_wins,HUM-vs-LLM,LLM_42,claude,B_wins,HUM-vs-LLM,both,claude,False,False,False,False
E18,HUM_43,LLM_42,Significance,HUM_43,human,A_wins,HUM-vs-LLM,LLM_42,claude,B_wins,HUM-vs-LLM,both,claude,False,False,False,False
E18,HUM_43,LLM_42,Testability,HUM_43,human,A_wins,HUM-vs-LLM,LLM_42,claude,B_wins,HUM-vs-LLM,both,claude,False,False,False,False
E18,HUM_44,HUM_37,Novelty,Tie,human,Tie,HUM-vs-HUM,HUM_44,claude,A_wins,HUM-vs-HUM,both,claude,False,False,True,False
E18,HUM_44,HUM_37,Significance,Tie,human,Tie,HUM-vs-HUM,HUM_44,claude,A_wins,HUM-vs-HUM,both,claude,False,False,True,False
E18,HUM_44,HUM_37,Testability,Tie,human,Tie,HUM-vs-HUM,HUM_37,claude,B_wins,HUM-vs-HUM,both,claude,False,False,True,False
E18,HUM_45,LLM_39,Novelty,Tie,human,Tie,HUM-vs-LLM,LLM_39,claude,B_wins,HUM-vs-LLM,both,claude,False,False,True,False
E18,HUM_45,LLM_39,Significance,Tie,human,Tie,HUM-vs-LLM,LLM_39,claude,B_wins,HUM-vs-LLM,both,claude,False,False,True,False
E18,HUM_45,LLM_39,Testability,Tie,human,Tie,HUM-vs-LLM,HUM_45,claude,A_wins,HUM-vs-LLM,both,claude,False,False,True,False
E18,LLM_01,HUM_22,Novelty,HUM_22,human,B_wins,HUM-vs-LLM,LLM_01,claude,A_wins,HUM-vs-LLM,both,claude,False,False,False,False
E18,LLM_01,HUM_22,Significance,HUM_22,human,B_wins,HUM-vs-LLM,LLM_01,claude,A_wins,HUM-vs-LLM,both,claude,False,False,False,False
E18,LLM_01,HUM_22,Testability,Tie,human,Tie,HUM-vs-LLM,HUM_22,claude,B_wins,HUM-vs-LLM,both,claude,False,False,True,False
E18,LLM_03,HUM_28,Novelty,Tie,human,Tie,HUM-vs-LLM,LLM_03,claude,A_wins,HUM-vs-LLM,both,claude,False,False,True,False
E18,LLM_03,HUM_28,Significance,Tie,human,Tie,HUM-vs-LLM,LLM_03,claude,A_wins,HUM-vs-LLM,both,claude,False,False,True,False
E18,LLM_03,HUM_28,Testability,Tie,human,Tie,HUM-vs-LLM,LLM_03,claude,A_wins,HUM-vs-LLM,both,claude,False,False,True,False
E18,LLM_08,HUM_01,Novelty,LLM_08,human,A_wins,HUM-vs-LLM,LLM_08,claude,A_wins,HUM-vs-LLM,both,claude,True,False,False,False
E18,LLM_08,HUM_01,Significance,LLM_08,human,A_wins,HUM-vs-LLM,LLM_08,claude,A_wins,HUM-vs-LLM,both,claude,True,False,False,False
E18,LLM_08,HUM_01,Testability,LLM_08,human,A_wins,HUM-vs-LLM,HUM_01,claude,B_wins,HUM-vs-LLM,both,claude,False,False,False,False
E18,LLM_10,HUM_42,Novelty,Tie,human,Tie,HUM-vs-LLM,HUM_42,claude,B_wins,HUM-vs-LLM,both,claude,False,False,True,False
E18,LLM_10,HUM_42,Significance,Tie,human,Tie,HUM-vs-LLM,HUM_42,claude,B_wins,HUM-vs-LLM,both,claude,False,False,True,False
E18,LLM_10,HUM_42,Testability,Tie,human,Tie,HUM-vs-LLM,LLM_10,claude,A_wins,HUM-vs-LLM,both,claude,False,False,True,False
E18,LLM_13,HUM_19,Novelty,LLM_13,human,A_wins,HUM-vs-LLM,LLM_13,claude,A_wins,HUM-vs-LLM,both,claude,True,False,False,False
